0,0,13
1,0,26
2,0,27
3,0,39
4,2,0
5,5,13
6,5,19
7,5,25
8,5,31
9,5,37
10,5,43
11,5,8
12,8,0
13,9,10
14,10,10
15,11,10
16,12,10
17,12,5
18,15,13
19,15,19
20,15,25
21,15,31
22,15,37
23,15,43
24,15,8
25,18,11
26,18,13
27,18,15
28,18,17
29,18,19
30,18,21
31,18,23
32,18,25
33,18,27
34,18,29
35,18,31
36,18,33
37,18,35
38,18,37
39,18,39
40,18,41
41,18,42
42,18,44
43,18,45
44,25,11
45,25,15
46,25,22
47,25,23
48,25,24
49,25,26
50,25,28
51,25,29
52,25,9
53,28,16
54,28,20
55,28,28
56,28,30
57,28,34
58,28,40
59,28,43
60,28,47
61,32,26
62,32,31
63,33,15
64,33,26
65,33,29
66,33,31
67,34,15
68,34,26
69,34,29
70,34,31
71,34,38
72,34,41
73,34,5
74,35,17
75,35,31
76,38,16
77,38,20
78,38,30
79,38,34
80,40,22
81,41,23
82,41,32
83,41,34
84,41,35
85,41,36
86,48,22
87,48,27
88,48,6
89,51,45
90,51,47
91,56,25
92,57,12
93,57,25
94,57,44
95,61,45
96,61,47
97,63,6
98,64,22
99,71,11
100,71,13
101,71,16
102,71,45
103,71,47
104,74,12
105,74,16
106,74,20
107,74,24
108,74,29
109,74,35
110,74,39
111,74,6
112,77,21
113,78,10
114,78,32
115,78,35
116,78,39
117,79,10
118,79,33
119,79,37
120,80,10
121,80,41
122,80,5
123,81,17
124,84,20
125,84,24
126,84,29
127,84,34
128,84,38
129,84,6
130,107,27
