0,74,11
1,0,13
2,0,16
3,0,19
4,0,22
5,0,25
6,0,28
7,0,31
8,0,34
9,0,37
10,0,4
11,0,40
12,0,7
13,2,10
14,2,12
15,2,14
16,2,16
17,2,21
18,2,23
19,2,25
20,2,27
21,2,34
22,5,20
23,5,8
24,6,42
25,8,17
26,8,28
27,9,10
28,9,21
29,11,18
30,12,17
31,12,28
32,12,5
33,15,17
34,15,28
35,15,8
36,18,34
37,25,10
38,25,12
39,25,14
40,25,16
41,25,25
42,25,27
43,25,29
44,25,31
45,25,6
46,28,19
47,28,21
48,28,34
49,31,17
50,31,32
51,32,10
52,32,25
53,34,18
54,34,33
55,35,17
56,35,32
57,38,17
58,38,19
59,38,21
60,38,32
61,38,34
62,40,6
63,48,10
64,48,12
65,48,13
66,48,14
67,48,21
68,48,23
69,48,24
70,48,25
71,48,28
72,48,35
73,51,18
74,51,8
75,55,12
76,55,23
77,57,11
78,57,16
79,57,22
80,58,5
81,61,14
82,61,25
83,61,8
84,63,28
85,64,35
86,71,15
87,71,17
88,71,18
89,71,19
90,71,21
91,71,23
92,71,24
93,71,25
94,71,34
95,71,36
